result,horse_sex,jockey_weight,horse_win_value,horse_psf_rate,race_info,speed,horse_age_4,horse_age_5,horse_age_6,horse_age_7,horse_age_8,horse_age_9,horse_age_10,horse_age_11,race_type_Condition 2,race_type_Condition 3,race_type_Condition 4,race_type_Condition 5,race_type_Condition-6,race_type_Condition-7,race_type_Condition-8,race_type_Condition-9,race_type_G 3,race_type_Handicap 13,race_type_Handicap 14,race_type_Handicap 15,race_type_Handicap 16,race_type_Handicap 17,race_type_Handicap 21,race_type_Maiden,race_type_Sale 1,race_type_Sale 2,race_type_Sale 3,race_age_group_1,race_track_type_1,race_track_condition_Moist,race_track_condition_Muddy,race_track_condition_Wet
0.23529411764705882,1,0.6666666666666666,0.07477648333784882,0.03529411764705882,2024-01-10_Şanlıurfa_8,0.7103502914555624,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.29411764705882354,1,0.6666666666666666,0.3454348415063669,0.011764705882352941,2024-01-10_Şanlıurfa_8,0.7103374120212965,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.35294117647058826,1,0.8666666666666667,0.05066377675426714,0.09411764705882353,2024-01-10_Şanlıurfa_8,0.7100670107364743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4117647058823529,1,0.4,0.20130046057978873,0.023529411764705882,2024-01-10_Şanlıurfa_8,0.6968963466185604,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.47058823529411764,1,0.4,0.43457057707938235,0.011764705882352941,2024-01-10_Şanlıurfa_8,0.6968837677139823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5294117647058824,1,0.6666666666666666,0.10484963424546193,0.03529411764705882,2024-01-10_Şanlıurfa_8,0.6849108789624818,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5882352941176471,1,0.8,0.2367921972365213,0.011764705882352941,2024-01-10_Şanlıurfa_8,0.673067839181902,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6470588235294118,1,0.6666666666666666,0.01490111081007857,0.2235294117647059,2024-01-10_Şanlıurfa_8,0.6730437287688179,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7058823529411765,1,0.6,0.14007044161473856,0.058823529411764705,2024-01-10_Şanlıurfa_8,0.6723329428647892,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7647058823529411,1,0.6666666666666666,0.04280682741804389,0.07058823529411765,2024-01-10_Şanlıurfa_8,0.6723088643920917,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8235294117647058,1,0.7333333333333333,0.06908696830127338,0.07058823529411765,2024-01-10_Şanlıurfa_8,0.6494352579460012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8823529411764706,1,0.6666666666666666,0.17204009753454347,0.023529411764705882,2024-01-10_Şanlıurfa_8,0.6491812791990381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9411764705882353,1,0.5333333333333333,0.6339745326469792,0.011764705882352941,2024-01-10_Şanlıurfa_8,0.6486160261954125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1,0.4666666666666667,0.19154700623137363,0.011764705882352941,2024-01-10_Şanlıurfa_8,0.6148899875252756,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0,0.6,0.010566242210782987,0.25882352941176473,2024-01-11_İzmir_1,0.8068389300477344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1111111111111111,0,0.6,0.021132484421565977,0.2,2024-01-11_İzmir_1,0.7918969787263458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2222222222222222,0,0.4666666666666667,0.03630452451910052,0.08235294117647059,2024-01-11_İzmir_1,0.7783497398725512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3333333333333333,0,0.4666666666666667,0.013275535085342727,0.24705882352941178,2024-01-11_İzmir_1,0.7781474338897608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4444444444444444,0,0.7333333333333333,0.032511514494716884,0.15294117647058825,2024-01-11_İzmir_1,0.7774254624390197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5555555555555556,0,0.4666666666666667,0.05201842319154701,0.058823529411764705,2024-01-11_İzmir_1,0.7774110317675221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6666666666666666,0,0.2,0.07233811975074506,0.09411764705882353,2024-01-11_İzmir_1,0.7634179575335533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7777777777777778,1,0.3333333333333333,0.18125169330804664,0.023529411764705882,2024-01-11_İzmir_1,0.7504333299393614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8888888888888888,0,0.4666666666666667,0.17610403684638312,0.03529411764705882,2024-01-11_İzmir_1,0.7501988445264035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1,0.4,0.18043890544567873,0.023529411764705882,2024-01-11_İzmir_1,0.7224679267134558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0,0.6666666666666666,0.008940666486047143,0.2235294117647059,2024-01-11_İzmir_2,0.8596541592289378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1,0,0.6666666666666666,0.04172311026822,0.11764705882352941,2024-01-11_İzmir_2,0.8588156051088373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2,1,0.5333333333333333,0.030344080195069092,0.21176470588235294,2024-01-11_İzmir_2,0.8587416671470829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.3,0,0.6666666666666666,0.027363858033053374,0.11764705882352941,2024-01-11_İzmir_2,0.8471161753230017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.4,0,0.6666666666666666,0.025196423733405585,0.17647058823529413,2024-01-11_İzmir_2,0.8233952455149164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5,0,0.4,0.1701435925223517,0.03529411764705882,2024-01-11_İzmir_2,0.8233136399385098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6,1,0.5333333333333333,0.2086155513411,0.011764705882352941,2024-01-11_İzmir_2,0.8231737692658527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7,1,0.5333333333333333,0.16824708751015988,0.011764705882352941,2024-01-11_İzmir_2,0.81183204087435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8,1,0.5333333333333333,0.024383635871037663,0.18823529411764706,2024-01-11_İzmir_2,0.8116832658940055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9,0,0.6666666666666666,0.05608236250338662,0.07058823529411765,2024-01-11_İzmir_2,0.7784689874702587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,0,0.4666666666666667,0.4817122730967218,0.011764705882352941,2024-01-11_İzmir_2,0.7675527712866339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0,0.13333333333333333,0.006773232186399349,0.3764705882352941,2024-01-11_İzmir_3,0.7444213070314714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2,0,0.6666666666666666,0.02682199945814143,0.1411764705882353,2024-01-11_İzmir_3,0.7367123423844566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.4,0,0.8,0.01896505012191818,0.16470588235294117,2024-01-11_İzmir_3,0.7365910462517891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.6,0,0.8,0.03196965591980493,0.12941176470588237,2024-01-11_İzmir_3,0.7363889417790206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.8,0,0.8,0.032511514494716884,0.18823529411764706,2024-01-11_İzmir_3,0.7287044156631806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,0,0.6,0.01733947439718234,0.17647058823529413,2024-01-11_İzmir_3,0.6972688087383925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,0,0.4666666666666667,0.0018965050121918174,0.8117647058823529,2024-01-11_İzmir_4,0.9473898756714042,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,0,0.4666666666666667,0.00812787862367922,0.24705882352941178,2024-01-11_İzmir_4,0.931057839417171,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0,0.4666666666666667,0.016255757247358442,0.11764705882352941,2024-01-11_İzmir_4,0.9005135890250349,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0,0.4666666666666667,0.02031969655919805,0.15294117647058825,2024-01-11_İzmir_5,0.8555302915897599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0,0.5333333333333333,0.013275535085342727,0.24705882352941178,2024-01-11_İzmir_5,0.8460698872106436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0.6666666666666666,0.0010837171498238958,0.7529411764705882,2024-01-11_İzmir_5,0.835625018100788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,1,0.4,0.10376591709563804,0.023529411764705882,2024-01-11_İzmir_5,0.7692717498471306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0.4,0.2812246003793011,0.011764705882352941,2024-01-11_İzmir_5,0.7093370903620164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0.6666666666666666,0.03522080736927662,0.08235294117647059,2024-01-11_İzmir_6,0.8968733364172833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.07692307692307693,1,0.13333333333333333,0.06908696830127338,0.047058823529411764,2024-01-11_İzmir_6,0.8967688744482377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.15384615384615385,0,0.13333333333333333,0.2733676510430778,0.011764705882352941,2024-01-11_İzmir_6,0.8965338948735626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.23076923076923078,0,0.6666666666666666,0.10349498780818206,0.023529411764705882,2024-01-11_İzmir_6,0.8965208428821431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3076923076923077,0,0.7333333333333333,0.009753454348415064,0.23529411764705882,2024-01-11_İzmir_6,0.8844409114795981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38461538461538464,0,0.8666666666666667,0.04849634245461935,0.10588235294117647,2024-01-11_İzmir_6,0.8836467787698653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.46153846153846156,0,0.8,0.012191817935518831,0.23529411764705882,2024-01-11_İzmir_6,0.871747808610372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5384615384615384,0,0.13333333333333333,0.07721484692495259,0.03529411764705882,2024-01-11_İzmir_6,0.8588772265278738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.6153846153846154,0,0.6,0.06583581685180168,0.058823529411764705,2024-01-11_İzmir_6,0.858704701332593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.6923076923076923,0,0.8,0.14223787591438636,0.011764705882352941,2024-01-11_İzmir_6,0.8468378895613029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7692307692307693,0,0.8666666666666667,0.21105391492820377,0.023529411764705882,2024-01-11_İzmir_6,0.8467532178520616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.8461538461538461,0,0.13333333333333333,0.2535898130587917,0.011764705882352941,2024-01-11_İzmir_6,0.8354242352631804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9230769230769231,0,0.8,0.06637767542671363,0.058823529411764705,2024-01-11_İzmir_6,0.8226495308428229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1,0.4,0.07152533188837713,0.03529411764705882,2024-01-11_Kocaeli_1,0.8521801981132587,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.16666666666666666,0,0.8,0.009211595773503117,0.3764705882352941,2024-01-11_Kocaeli_1,0.8518387525779442,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.3333333333333333,0,0.6666666666666666,0.006502302898943376,0.3411764705882353,2024-01-11_Kocaeli_1,0.8518192468714265,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.5,0,0.4666666666666667,0.15930642102411272,0.023529411764705882,2024-01-11_Kocaeli_1,0.8517314785034131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.6666666666666666,0,0.5333333333333333,0.1449471687889461,0.03529411764705882,2024-01-11_Kocaeli_1,0.8419285303517728,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.8333333333333334,0,0.5333333333333333,0.013817393660254675,0.24705882352941178,2024-01-11_Kocaeli_1,0.841698088408806,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1.0,1,0.4,0.039284746681116235,0.10588235294117647,2024-01-11_Kocaeli_1,0.8142770226351468,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0,0.6666666666666666,0.007044161473855325,0.27058823529411763,2024-01-11_Kocaeli_2,0.7439708136099634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.1,0,0.5333333333333333,0.02167434299647792,0.18823529411764706,2024-01-11_Kocaeli_2,0.7438725698262053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.2,1,0.26666666666666666,0.11433215930642102,0.07058823529411765,2024-01-11_Kocaeli_2,0.733936913921031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.3,0,0.6666666666666666,0.03955567596857221,0.07058823529411765,2024-01-11_Kocaeli_2,0.7335506888861115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.4,0,0.8666666666666667,0.013546464372798701,0.24705882352941178,2024-01-11_Kocaeli_2,0.7333255086854964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.5,0,0.4,0.1051205635329179,0.023529411764705882,2024-01-11_Kocaeli_2,0.7331540010082692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.6,0,0.4666666666666667,0.08940666486047143,0.03529411764705882,2024-01-11_Kocaeli_2,0.712135601191802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.7,0,0.6666666666666666,0.03955567596857221,0.058823529411764705,2024-01-11_Kocaeli_2,0.6919892240074443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.8,1,0.3333333333333333,0.8046599837442429,0.011764705882352941,2024-01-11_Kocaeli_2,0.6827771855623707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.9,0,0.6,0.07071254402600921,0.08235294117647059,2024-01-11_Kocaeli_2,0.6819730182679995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,1,0.6666666666666666,0.004876727174207532,0.5411764705882353,2024-01-11_Kocaeli_3,0.9061393866137285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.25,1,0.4666666666666667,0.017068545109726364,0.18823529411764706,2024-01-11_Kocaeli_3,0.9059699236824279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,1,0.6666666666666666,0.005960444324031427,0.3058823529411765,2024-01-11_Kocaeli_3,0.89238410233053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.75,1,0.5333333333333333,0.16933080465998374,0.03529411764705882,2024-01-11_Kocaeli_3,0.8784742385209204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0.6666666666666666,0.04985098889189921,0.10588235294117647,2024-01-11_Kocaeli_3,0.8776483629999204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0.9333333333333333,0.05066377675426714,0.15294117647058825,2024-01-11_Kocaeli_4,0.9410631712167453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.1,0,0.8666666666666667,0.026009211595773504,0.2235294117647059,2024-01-11_Kocaeli_4,0.9243375765018438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.2,0,0.6,0.01896505012191818,0.16470588235294117,2024-01-11_Kocaeli_4,0.9235943816554251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.3,0,0.26666666666666666,0.012462747222974803,0.17647058823529413,2024-01-11_Kocaeli_4,0.9235762650961802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.4,0,0.5333333333333333,0.12408561365483609,0.047058823529411764,2024-01-11_Kocaeli_4,0.9231597174435439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.5,0,0.7333333333333333,0.028718504470333243,0.12941176470588237,2024-01-11_Kocaeli_4,0.9056452393135623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.6,0,0.5333333333333333,0.18206448117041454,0.023529411764705882,2024-01-11_Kocaeli_4,0.8889548103965297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.7,1,0.13333333333333333,0.4665402329991873,0.011764705882352941,2024-01-11_Kocaeli_4,0.8716849561803613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.8,1,0.2,0.021945272283933896,0.16470588235294117,2024-01-11_Kocaeli_4,0.8709814214914305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.9,1,0.26666666666666666,0.19669466269303715,0.023529411764705882,2024-01-11_Kocaeli_4,0.8706968726118848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1.0,0,0.6,0.0531021403413709,0.08235294117647059,2024-01-11_Kocaeli_4,0.8382545879040791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0,0.6666666666666666,0.012733676510430777,0.2823529411764706,2024-01-11_Kocaeli_5,0.7551676138052146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.1,0,0.4,0.10566242210782986,0.058823529411764705,2024-01-11_Kocaeli_5,0.754889552645233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.2,1,0.4,0.04551612029260363,0.12941176470588237,2024-01-11_Kocaeli_5,0.7449541520155625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.3,0,0.6666666666666666,0.011108100785694934,0.24705882352941178,2024-01-11_Kocaeli_5,0.744134589610896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.4,0,0.6666666666666666,0.018152262259550262,0.16470588235294117,2024-01-11_Kocaeli_5,0.7340442439261711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.5,0,0.6666666666666666,0.04118125169330805,0.08235294117647059,2024-01-11_Kocaeli_5,0.7234605352713298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.6,1,0.5333333333333333,0.04118125169330805,0.1411764705882353,2024-01-11_Kocaeli_5,0.7126629681231514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.7,0,0.6666666666666666,0.08805201842319156,0.03529411764705882,2024-01-11_Kocaeli_5,0.7018311227716825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.8,1,0.5333333333333333,0.12273096721755622,0.023529411764705882,2024-01-11_Kocaeli_5,0.672894267601617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.9,0,0.4,0.5665131400704416,0.011764705882352941,2024-01-11_Kocaeli_5,0.6537362401638471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1.0,0,0.4,0.10566242210782986,0.011764705882352941,2024-01-11_Kocaeli_5,0.537560271472592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.0,0,0.5333333333333333,0.0035220807369276616,0.7647058823529411,2024-01-11_Kocaeli_6,0.7528470093910478,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.14285714285714285,0,0.4666666666666667,0.007044161473855325,0.2235294117647059,2024-01-11_Kocaeli_6,0.7447655518837928,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.2857142857142857,0,0.4666666666666667,0.06123001896505012,0.058823529411764705,2024-01-11_Kocaeli_6,0.7443967257938584,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.42857142857142855,0,0.4666666666666667,0.09726361419669467,0.023529411764705882,2024-01-11_Kocaeli_6,0.7365101961018713,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.5714285714285714,0,0.3333333333333333,0.05499864535356272,0.047058823529411764,2024-01-11_Kocaeli_6,0.7363889417790206,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.7142857142857143,1,0.3333333333333333,0.11677052289352481,0.023529411764705882,2024-01-11_Kocaeli_6,0.7361465083520852,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
