race_no,result,horse_age,horse_sex,jockey_weight,jockey_name,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,horse_rate
1,5,4y,m,56,MUHAMMED MİR BİLGİN,2.29.81,6.0,0,0,55
2,1,9y,m,56,MUHAMMED MİR BİLGİN,1.40.35,2.95,22,2,67
2,2,5y,f,54,MERT UYAR,1.40.54,12.9,9,6,43
2,3,9y,m,55,KAANCAN GÖKÇE,1.40.55,13.9,5,8,58
2,4,6y,m,56,NEVZAT AVCİ,1.41.64,5.9,13,3,45
2,5,5y,f,52,ALİCAN İNCİ,1.41.86,9.05,10,5,46
2,6,5y,m,57,ALİ YILDIZ,1.44.25,17.9,6,7,63
2,7,11y,m,58,VEDAT ABİŞ,1.44.35,2.9,23,1,60
2,8,7y,m,54,MUHARREM OK,1.49.42,6.65,10,4,69
2,9,9y,f,58,ONUR YILDIZ,1.50.63,44.85,2,9,28
3,1,3y,m,58,MUHAMMED MİR BİLGİN,1.15.33,36.1,2,9,0
3,2,3y,m,58,NEVZAT AVCİ,1.16.79,13.7,4,8,0
3,3,3y,m,58,GÖKHAN GÖKÇE,1.16.87,7.0,12,3,33
3,4,3y,m,58,BEKİR MERT MIRIK,1.17.59,9.8,6,7,0
3,5,3y,m,58,ALİ YILDIZ,1.17.67,7.15,10,4,0
3,6,3y,m,58,ERHAN AKTUĞ,1.17.69,2.9,23,2,0
3,7,3y,m,58,MUSTAFA ÇİÇEK,1.18.30,3.05,25,1,0
3,8,3y,m,54,İBRAHİM SEFA SÖĞÜT,1.18.35,62.0,1,11,0
3,9,3y,m,58,ONUR YILDIZ,1.19.44,14.15,8,5,0
3,10,3y,m,58,ALİCAN İNCİ,1.19.60,15.2,7,6,0
3,11,3y,f,56,HÜSEYİN ŞİMŞEK,1.20.11,31.65,1,10,0
4,1,3y,m,58,NEVZAT AVCİ,1.44.64,1.4,51,1,46
4,2,3y,m,56,MUSTAFA ÇİÇEK,1.45.02,10.05,7,4,41
4,3,3y,m,56,ALİ YILDIZ,1.45.12,3.9,19,2,41
4,4,3y,f,54,İBRAHİM SEFA SÖĞÜT,1.45.23,23.05,4,6,43
4,5,3y,f,60,ONUR YILDIZ,1.45.52,6.6,14,3,49
4,6,3y,m,55,MUHAMMED MİR BİLGİN,1.48.07,12.95,5,5,40
5,1,5y,m,59,VEDAT ABİŞ,2.42.29,4.5,16,3,95
5,2,5y,m,59,ÖZCAN YILDIRIM,2.42.39,1.55,59,1,99
5,3,6y,m,59,MUSTAFA ÇİÇEK,2.42.71,3.4,17,2,109
5,4,5y,m,59,KADİR TOKAÇOĞLU,2.42.87,9.0,4,4,90
5,5,8y,f,57,ONUR YILDIZ,2.45.77,12.65,3,5,95
6,1,4y,f,52,NEVZAT AVCİ,1.55.65,8.55,11,4,38
6,2,4y,f,52,MUHAMMED MİR BİLGİN,1.55.70,6.8,15,3,38
6,3,4y,f,51,MUHARREM OK,1.56.60,23.05,3,6,37
6,4,4y,f,51,ALİCAN İNCİ,1.58.14,5.15,18,2,37
6,5,4y,f,60,AKIN SÖZEN,1.58.20,1.55,42,1,54
6,6,4y,f,52,ALİ YILDIZ,1.59.41,36.45,2,9,38
6,7,4y,f,53,BEKİR MERT MIRIK,1.59.88,12.8,3,7,40
6,8,4y,f,52,HÜSEYİN ŞİMŞEK,2.05.25,36.15,2,8,38
6,9,4y,f,52,ERHAN AKTUĞ,2.07.40,17.8,5,5,39
7,1,3y,m,58,KADİR TOKAÇOĞLU,1.15.90,17.1,5,6,0
7,2,3y,m,58,ÖZCAN YILDIRIM,1.16.65,2.55,24,1,35
7,3,3y,m,58,VEDAT ABİŞ,1.16.80,12.1,12,4,0
7,4,3y,m,58,MERTCAN ÇELİK,1.16.92,12.2,4,8,0
7,5,3y,m,58,MUHAMMED MİR BİLGİN,1.16.95,5.2,14,3,0
7,6,3y,f,56,NEVZAT AVCİ,1.17.26,3.55,21,2,38
7,7,3y,m,58,GÖKHAN GÖKÇE,1.17.38,15.55,4,7,32
7,8,3y,m,58,BEKİR MERT MIRIK,1.17.95,50.65,1,11,14
7,9,3y,m,58,ERHAN AKTUĞ,1.18.07,16.95,2,10,0
7,10,3y,m,58,ALİ YILDIZ,1.18.14,44.75,2,9,16
7,11,3y,m,58,MUSTAFA ÇİÇEK,1.19.90,11.45,11,5,33
1,1,3y,m,58,MEHMET SALİH ÇELİK,1.28.32,1.2,0,0,41
1,2,3y,m,58,SERCAN TIRPAN,1.30.07,6.75,0,0,36
1,3,3y,m,58,VELAT DEMİR,1.30.96,16.9,0,0,30
1,4,3y,m,58,SİNAN ÖZEN,1.31.41,3.75,0,0,38
1,5,3y,m,54,EREN DURSUN ÖKTEN,1.39.34,23.6,0,0,0
2,1,4y,m,58,VELAT DEMİR,2.24.69,3.95,18,2,45
2,2,4y,m,52,EREN DURSUN ÖKTEN,2.24.70,3.95,1,2,38
2,3,4y,m,58,İSMAİL YILDIRIM,2.25.44,4.85,16,4,48
2,4,4y,m,58,HALİL POLAT,2.26.18,2.9,21,1,44
2,5,4y,m,56,GÖKHAN YILDIZ,2.26.23,15.8,6,6,40
2,6,4y,m,55,SERKAN YILDIZ,2.26.92,27.0,3,8,40
2,7,4y,f,56,MEHMET KAYA,2.27.92,5.75,16,3,40
2,8,4y,m,55,MUHAMMED BARAN ÇAKMAK,2.28.68,6.2,11,5,40
2,9,4y,f,53,EMİRCAN AVŞAR,2.29.22,50.95,2,9,34
2,10,4y,m,56,FATİH RÜSTEM BEBEK,2.33.97,12.75,6,7,40
3,1,8y,f,57,MEHMET SALİH ÇELİK,1.31.18,4.7,12,4,34
3,2,5y,f,61,CEMAL PASO,1.31.50,4.05,17,2,59
3,3,5y,f,60,SERKAN YILDIZ,1.31.62,14.8,6,7,42
3,4,6y,f,60,UĞUR TEMUR,1.31.82,3.75,20,1,70
3,5,6y,f,57,MEHMET KAYA,1.32.02,11.45,9,6,37
3,6,6y,f,54,EMİRCAN AVŞAR,1.33.28,6.75,11,5,37
3,7,5y,f,56,EREN DURSUN ÖKTEN,1.33.48,49.4,2,10,30
3,8,4y,f,56,İSMAİL YILDIRIM,1.33.91,13.75,4,8,42
3,9,11y,f,57,NURETTİN ŞEN,1.34.42,16.45,4,9,28
3,10,10y,f,60,GÖKHAN YILDIZ,1.35.52,8.25,12,3,63
3,11,5y,f,57,ARİF OKAN PAZAR,1.36.59,70.95,1,12,28
3,12,5y,f,53,MELİH TAŞKIN,1.38.24,53.05,1,11,22
4,1,4y,m,54,SERCAN TIRPAN,2.21.96,12.0,4,5,48
4,2,6y,f,56,MEHMET KAYA,2.22.33,1.5,54,1,85
4,3,6y,m,52,EREN DURSUN ÖKTEN,2.22.52,23.15,1,8,61
4,4,5y,m,56,AYHAN KURŞUN,2.23.16,4.5,17,2,72
4,5,4y,m,54,MEHMET SALİH ÇELİK,2.23.31,6.6,11,3,68
4,6,5y,m,56,İSMAİL DİNAR,2.24.88,30.05,1,7,40
4,7,5y,m,56,NURETTİN ŞEN,2.25.25,9.85,8,4,67
4,8,6y,m,56,ONUR ATMACA,2.25.40,29.15,2,6,60
4,9,4y,m,52,CEMAL PASO,2.31.21,60.65,1,9,26
5,1,3y,m,55,SERCAN TIRPAN,1.45.74,24.9,3,6,28
5,2,3y,m,58,AYHAN KURŞUN,1.45.89,1.5,56,1,42
5,3,3y,m,59,MUHAMMED BARAN ÇAKMAK,1.45.92,19.05,1,8,40
5,4,3y,f,54,ÇAĞLAR TAŞCI,1.46.25,9.65,7,3,50
5,5,3y,m,57,BERKANT GÖKÇE,1.46.28,3.15,23,2,47
5,6,3y,m,55,FATİH RÜSTEM BEBEK,1.48.04,34.2,1,7,33
5,7,3y,f,53,EMİRCAN AVŞAR,1.48.99,15.9,6,4,38
5,8,3y,f,53,ONUR ATMACA,1.49.06,14.9,4,5,29
6,1,3y,f,60,FATİH RÜSTEM BEBEK,1.14.95,1.5,52,1,57
6,2,3y,f,52,İSMAİL DİNAR,1.15.17,14.5,5,5,41
6,3,3y,f,57,MEHMET KAYA,1.15.34,3.15,22,2,51
6,4,3y,f,56,UĞUR TEMUR,1.16.05,5.1,15,3,50
6,5,3y,f,52,SERCAN TIRPAN,1.16.06,14.75,5,4,42
6,6,3y,f,50,ONUR ATMACA,1.19.03,27.65,1,6,37
7,1,4y,m,52,İSMAİL DİNAR,2.11.63,28.55,2,11,26
7,2,4y,f,58,EMİRCAN AVŞAR,2.11.74,12.0,12,3,44
7,3,4y,m,51,ERKAN TUNÇ,2.12.39,4.0,11,6,24
7,4,4y,m,61,UĞUR TEMUR,2.12.76,6.1,12,4,44
7,5,4y,f,60,BERKANT GÖKÇE,2.12.84,7.3,13,2,48
7,6,4y,m,58,SADIK ALTAY,2.12.98,8.9,7,8,43
7,7,5y,m,55,CEMAL PASO,2.13.22,41.15,1,13,30
7,8,4y,f,60,MEHMET KAYA,2.13.48,7.85,11,5,42
7,9,5y,m,61,MUHAMMED BARAN ÇAKMAK,2.14.17,6.5,14,1,42
7,10,4y,f,60,AYHAN KURŞUN,2.14.20,7.55,10,7,42
7,11,5y,m,59,ONUR YILMAZ,2.14.58,22.45,3,9,43
7,12,4y,m,57,SERCAN TIRPAN,2.15.84,30.95,2,12,36
7,13,4y,m,50,DENİZ BUDAK,2.21.16,154.0,0,14,12
7,14,5y,m,60,SİNAN ÖZEN,Derecesiz,27.45,3,10,38
1,1,5y,m,57,MURAT AKDAĞ,2.06.29,10.45,6,4,66
1,2,5y,m,57,MEHMET KIYAK,2.06.32,1.15,59,1,90
1,3,5y,m,57,İLKER AKIN,2.06.54,14.15,6,5,87
1,4,8y,m,57,EREN DURSUN ÖKTEN,2.06.74,7.2,14,3,83
1,5,5y,m,57,FATİH SULTAN MEHMET SANSAR,2.06.95,5.3,15,2,83
2,1,4y,m,59,MEHMET SALİH ÇELİK,1.28.41,2.9,26,1,67
2,2,4y,m,57,MÜSLÜM ÇELİK,1.28.75,2.8,26,2,62
2,3,5y,m,61,İSMAİL YILDIRIM,1.28.90,6.95,11,5,72
2,4,4y,m,58,HIŞMAN ÇİZİK,1.29.18,4.15,20,3,65
2,5,4y,m,60,FESİH ÇETİNBAŞ,1.30.16,3.85,17,4,73
3,1,4y,f,53,MEHMET SALİH ÇELİK,2.17.04,1.85,45,1,70
3,2,4y,m,55,NİZAMETTİN DEMİR,2.17.06,2.4,27,2,66
3,3,4y,m,55,MEHMET AKYAVUZ,2.18.70,6.85,15,3,44
3,4,4y,m,55,MÜSLÜM ÇELİK,2.20.55,10.0,6,5,43
3,5,4y,m,55,HIŞMAN ÇİZİK,2.22.24,8.7,6,4,39
3,6,4y,m,54,MEHMET NURİ SUNKAR,2.36.75,34.5,1,6,39
4,1,4y,m,57,MEHMET NURİ SUNKAR,1.37.93,8.35,9,5,56
4,2,4y,m,56,MÜSLÜM ÇELİK,1.38.12,1.6,37,1,49
4,3,4y,m,56,HIŞMAN ÇİZİK,1.38.89,6.85,20,2,50
4,4,4y,m,54,MERT GÖKALP ARSLAN,1.39.21,17.3,4,7,46
4,5,4y,m,60,ERAY ÇİZİK,1.39.27,8.3,11,3,57
4,6,4y,m,57,MEHMET AKYAVUZ,1.42.00,9.25,8,6,51
4,7,4y,f,57,FATİH SULTAN MEHMET SANSAR,1.42.87,6.6,11,4,57
4,8,4y,m,50,ŞEYHMUS GEZGİNCİ,1.46.16,49.35,1,8,34
5,1,3y,f,56,NİZAMETTİN DEMİR,1.23.68,8.25,9,5,0
5,2,3y,m,58,MEHMET SALİH ÇELİK,1.24.18,3.2,22,1,0
5,3,3y,m,58,FATİH SULTAN MEHMET SANSAR,1.24.40,11.95,8,6,0
5,4,3y,m,58,MUSTAFA KEMAL KUMBASAR,1.24.98,12.05,6,7,0
5,5,3y,m,58,MÜSLÜM ÇELİK,1.25.67,3.55,18,2,0
5,6,3y,m,58,HIŞMAN ÇİZİK,1.25.88,5.0,15,3,0
5,7,3y,m,58,MEHMET AKYAVUZ,1.27.81,6.05,14,4,0
5,8,3y,f,56,ERAY ÇİZİK,1.30.01,17.25,5,8,0
5,9,3y,f,56,MEHMET KESKİN,Derecesiz,30.4,3,9,0
6,1,8y,m,55,MEHMET SALİH ÇELİK,1.22.55,3.95,16,2,74
6,2,7y,m,55,MEHMET AKYAVUZ,1.22.56,1.4,58,1,96
6,3,5y,f,53,ERAY ÇİZİK,1.22.74,26.65,2,7,56
6,4,7y,m,55,SADETTİN BOYRAZ,1.22.80,19.25,2,6,57
6,5,8y,m,55,HIŞMAN ÇİZİK,1.23.71,9.6,8,3,75
6,6,5y,m,55,ERCAN ÇANKAYA,1.24.05,8.75,7,4,77
6,7,5y,m,55,MERT ALİ SOLMAZ,1.25.13,13.4,6,5,57
7,1,3y,m,58,ÖZCAN YILDIRIM,1.27.14,4.7,14,3,89
7,2,3y,m,58,MÜSLÜM ÇELİK,1.27.15,1.25,62,1,99
7,3,3y,m,58,HIŞMAN ÇİZİK,1.29.11,3.2,22,2,86
7,4,3y,m,58,ERCAN ÇANKAYA,1.29.39,38.7,2,4,51
8,1,7y,m,52,FATİH SULTAN MEHMET SANSAR,2.31.33,11.5,8,5,75
8,2,7y,m,61,SADETTİN BOYRAZ,2.32.46,1.5,40,1,94
8,3,6y,m,57,HIŞMAN ÇİZİK,2.32.84,6.8,15,3,56
8,4,5y,m,59,MEHMET SALİH ÇELİK,2.33.40,5.5,16,2,82
8,5,8y,m,61,MEHMET AKYAVUZ,2.33.42,8.1,11,4,57
8,6,7y,m,56,VELAT DEMİR,2.34.63,19.45,3,7,59
8,7,9y,m,59,İSMAİL YILDIRIM,2.39.36,23.95,4,6,75
8,8,6y,m,59,ERAY ÇİZİK,2.42.51,22.15,2,8,60
9,1,3y,m,58,MÜSLÜM ÇELİK,1.22.55,1.45,47,1,0
9,2,3y,m,58,MERT GÖKALP ARSLAN,1.22.91,5.8,13,3,0
9,3,3y,f,56,ERCAN ÇANKAYA,1.23.25,21.75,3,7,0
9,4,3y,m,58,MEHMET AKYAVUZ,1.23.70,8.2,9,4,0
9,5,3y,m,58,ERAY ÇİZİK,1.25.77,15.15,4,6,0
9,6,3y,m,58,MUSTAFA KEMAL KUMBASAR,1.27.40,13.5,7,5,0
9,7,3y,m,58,MEHMET KESKİN,Derecesiz,25.75,3,8,0
9,8,3y,f,56,HIŞMAN ÇİZİK,Derecesiz,7.7,14,2,0
1,1,3y,m,58,VEDAT ABİŞ,1.32.75,2.65,0,0,42
1,2,3y,m,58,MUSTAFA ÇİÇEK,1.32.97,2.7,0,0,0
1,3,3y,m,58,ERHAN AKTUĞ,1.33.03,9.35,0,0,0
1,4,3y,m,58,AHMET ÇELİK,1.33.31,3.05,0,0,38
1,5,3y,f,56,MERTCAN ÇELİK,1.33.78,12.75,0,0,24
1,6,3y,m,53,FURKAN ÇELİK,1.34.79,54.6,0,0,0
1,7,3y,m,58,AKIN SÖZEN,1.35.45,17.8,0,0,0
1,8,3y,m,54,ENES BOZDAĞ,1.38.60,77.1,0,0,0
2,1,7y,m,55,AYHAN KURŞUN,2.33.89,2.65,0,0,97
2,2,8y,m,55,VEDAT ABİŞ,2.33.90,1.95,0,0,99
2,3,11y,m,55,GÖRKEM ÖZÇELİK,2.34.39,6.1,0,0,92
2,4,7y,m,55,MEHMET KAYA,2.35.20,15.15,0,0,82
2,5,6y,m,55,TOLGA YILDIZ,2.36.99,4.4,0,0,89
3,1,3y,m,58,AYHAN KURŞUN,1.32.22,3.6,21,2,42
3,2,3y,m,58,MUSTAFA ÇİÇEK,1.32.39,10.95,8,6,0
3,3,3y,m,58,HAKAN YILDIZ,1.32.81,11.45,10,4,42
3,4,3y,m,58,AKIN SÖZEN,1.32.86,5.9,13,3,36
3,5,3y,m,58,VEDAT ABİŞ,1.32.91,1.95,31,1,0
3,6,3y,m,55,BERKANT GÖKÇE,1.34.71,28.55,2,8,25
3,7,3y,f,56,ALİ KAÇMAZ,1.36.65,63.7,1,9,31
3,8,3y,m,58,MEHMET KAYA,1.36.72,19.75,5,7,0
3,9,3y,m,58,NEVZAT AVCİ,1.38.84,9.45,9,5,0
4,1,4y,f,50,ALİ YILDIZ,2.04.25,10.05,11,4,44
4,2,4y,m,59,TOLGA YILDIZ,2.04.60,14.75,5,10,61
4,3,4y,f,58,ADEM CEYLAN,2.05.00,7.65,8,6,65
4,4,4y,m,57,AKIN SÖZEN,2.05.09,4.35,15,2,58
4,5,4y,m,56,VEDAT ABİŞ,2.05.30,3.95,18,1,55
4,6,4y,m,50,ALİ KAÇMAZ,2.05.71,8.9,12,3,38
4,7,4y,m,53,ERHAN AKTUĞ,2.06.26,8.3,8,5,50
4,8,4y,f,50,HAKAN YILDIZ,2.06.45,19.5,2,11,34
4,9,9y,m,58,MERTCAN ÇELİK,2.08.12,19.0,5,9,55
4,10,5y,m,60,ENES BOZDAĞ,2.08.42,15.5,5,8,65
4,11,4y,m,50,MÜCAHİT BAYIR,2.12.33,10.1,7,7,37
4,12,7y,m,56,BERKANT GÖKÇE,2.25.79,48.65,2,12,56
4,13,4y,m,50,BERKAN ÇIĞLA,2.26.10,118.25,0,14,25
4,14,4y,m,50,GÖKHAN BEKTAŞ,Derecesiz,36.5,1,13,36
5,1,4y,m,54,VEDAT ABİŞ,1.29.37,2.45,33,2,95
5,2,4y,m,55,AYHAN KURŞUN,1.29.90,1.7,45,1,88
5,3,5y,f,54,MUSTAFA ÇİÇEK,1.30.33,8.1,9,3,92
5,4,8y,m,55,AHMET ÇELİK,1.30.60,24.75,2,6,77
5,5,4y,f,52,MÜCAHİT BAYIR,1.30.82,21.15,3,5,85
5,6,6y,m,53,ZÜLFÜKAR KARABULUT,1.31.24,9.85,5,4,94
5,7,8y,m,55,AKIN SÖZEN,1.34.40,23.2,2,7,94
6,1,3y,m,54,VEDAT ABİŞ,1.18.33,6.95,12,3,56
6,2,3y,m,54,GÖRKEM ÖZÇELİK,1.18.38,3.2,25,2,70
6,3,3y,f,52,MÜCAHİT BAYIR,1.18.74,7.95,8,5,75
6,4,3y,m,54,AHMET ÇELİK,1.18.79,1.6,45,1,68
6,5,3y,m,54,MERTCAN ÇELİK,1.18.91,6.8,9,4,78
7,1,7y,m,55,AHMET ÇELİK,1.40.73,1.35,64,1,93
7,2,6y,m,54,BERKANT GÖKÇE,1.41.45,23.85,4,4,76
7,3,5y,m,55,MEHMET KAYA,1.41.51,6.05,11,3,93
7,4,8y,m,55,AKIN SÖZEN,1.41.79,4.6,15,2,93
7,5,8y,f,53,ERHAN AKTUĞ,1.41.80,17.5,2,5,77
7,6,6y,m,55,ALİ KAÇMAZ,1.42.73,36.75,1,8,70
7,7,8y,f,53,HALİL KAPLAN,1.43.19,28.9,2,7,90
7,8,9y,m,55,NEVZAT AVCİ,1.44.17,18.7,2,6,90
8,1,4y,f,51,MÜCAHİT BAYIR,1.20.32,10.95,6,7,33
8,2,4y,f,50,BERKAN ÇIĞLA,1.20.43,19.9,3,10,33
8,3,4y,f,53,GÖKHAN BEKTAŞ,1.20.96,15.7,3,11,37
8,4,4y,f,52,ERHAN AKTUĞ,1.21.25,8.9,5,8,35
8,5,4y,f,54,VEDAT ABİŞ,1.21.72,7.1,10,5,39
8,6,4y,f,55,BERKANT GÖKÇE,1.21.89,4.15,18,1,47
8,7,4y,f,57,GÖRKEM ÖZÇELİK,1.22.95,10.7,7,6,44
8,8,4y,f,53,ENES BOZDAĞ,1.23.06,40.35,2,12,42
8,9,4y,f,60,TOLGA YILDIZ,1.23.10,7.3,11,4,50
8,10,4y,f,55,MEHMET KAYA,1.23.30,5.25,17,2,40
8,11,4y,f,53,SALİH ÇELİK,1.23.53,20.8,4,9,36
8,12,4y,f,54,HALİL KAPLAN,1.23.93,49.45,1,14,38
8,13,4y,f,56,HAKAN YILDIZ,1.27.05,9.45,1,3,42
8,14,4y,f,56,ALİ KAÇMAZ,1.29.06,52.55,1,13,42
8,15,4y,f,59,MERTCAN ÇELİK,1.32.23,9.45,11,3,48
1,1,4y,f,56,BURHAN KILINÇ,1.41.02,3.55,0,0,31
1,2,4y,m,60,FESİH ÇETİNBAŞ,1.41.56,5.6,0,0,31
1,3,4y,m,58,AHMET ÇELİK,1.41.70,2.25,0,0,36
1,4,4y,m,58,ERCAN ÇANKAYA,1.41.72,14.5,0,0,24
1,5,4y,m,58,MEHMET KESKİN,1.41.84,43.9,0,0,20
1,6,4y,m,54,OSMAN AÇAR,1.42.03,44.3,0,0,26
1,7,4y,m,58,NİZAMETTİN DEMİR,1.44.15,4.9,0,0,33
1,8,4y,m,58,MEHMET SALİH ÇELİK,1.44.88,3.55,0,0,0
1,9,4y,f,52,FATİH SULTAN MEHMET SANSAR,1.48.65,149.15,0,0,0
1,10,4y,m,55,MEHMET NURİ SUNKAR,1.48.70,39.25,0,0,0
1,11,4y,m,58,MERT GÖKALP ARSLAN,1.58.09,11.9,0,0,0
2,1,3y,m,58,MÜSLÜM ÇELİK,2.05.14,2.1,0,0,44
2,2,3y,m,61,AHMET ÇELİK,2.06.41,4.25,0,0,40
2,3,3y,m,61,AYHAN KURŞUN,2.06.63,2.5,0,0,45
2,4,3y,m,58,MERT GÖKALP ARSLAN,2.07.28,8.95,0,0,45
2,5,3y,m,60,MUSTAFA KEMAL KUMBASAR,2.13.18,29.25,0,0,43
2,6,3y,f,55,YUSUF CENGİZ,2.20.09,11.3,0,0,29
3,1,5y,m,59,İSA AKYAVUZ,1.31.22,10.05,12,3,42
3,2,5y,m,59,İSA KATAR,1.31.69,11.85,4,10,43
3,3,4y,m,56,ERAY ÇİZİK,1.31.78,6.8,11,5,40
3,4,5y,m,61,AHMET ÇELİK,1.31.91,2.85,20,1,47
3,5,5y,m,58,MÜSLÜM ÇELİK,1.32.10,5.1,20,2,41
3,6,7y,m,61,MEHMET KESKİN,1.32.89,10.35,7,6,47
3,7,5y,m,54,MEHMET NURİ SUNKAR,1.32.94,25.8,4,9,34
3,8,7y,f,60,FESİH ÇETİNBAŞ,1.33.13,8.7,11,4,49
3,9,5y,m,60,FATİH SULTAN MEHMET SANSAR,1.33.21,13.95,5,7,50
3,10,6y,m,59,MUSA DEMİR,1.35.53,9.4,3,11,42
3,11,6y,f,60,FURKAN ÇETİN,1.35.60,28.9,4,8,48
4,1,5y,m,57,MEHMET SALİH ÇELİK,2.25.65,4.75,11,4,41
4,2,7y,m,59,VELAT DEMİR,2.25.92,12.0,4,10,45
4,3,5y,m,62,MEHMET AKYAVUZ,2.26.04,6.9,13,2,51
4,4,6y,m,55,ERCAN ÇANKAYA,2.26.10,5.05,10,5,38
4,5,8y,m,55,LEVENT TAPTIK,2.26.26,8.5,7,7,44
4,6,5y,f,54,BURHAN KILINÇ,2.27.80,33.75,2,13,35
4,7,5y,m,60,FURKAN ÇETİN,2.28.01,12.05,11,3,51
4,8,7y,f,61,İSMAİL YILDIRIM,2.31.69,18.35,4,9,53
4,9,7y,f,58,MÜSLÜM ÇELİK,2.34.55,7.25,16,1,43
4,10,9y,m,56,İSA AKYAVUZ,2.35.65,15.45,5,8,40
4,11,5y,m,56,FATİH SULTAN MEHMET SANSAR,2.37.24,30.0,3,12,45
4,12,5y,m,59,MEHMET NURİ SUNKAR,2.44.14,8.85,9,6,49
4,13,5y,m,60,MEHMET KESKİN,3.03.03,14.9,4,11,47
5,1,4y,f,60,MERT ALİ SOLMAZ,2.04.99,12.05,5,7,60
5,2,5y,f,60,ERCAN ÇANKAYA,2.05.31,9.4,8,3,55
5,3,4y,f,63,AYHAN KURŞUN,2.05.55,5.1,13,2,65
5,4,4y,f,59,MEHMET NURİ SUNKAR,2.06.34,14.6,3,9,62
5,5,4y,f,51,MEHMET KESKİN,2.06.62,15.25,6,4,41
5,6,5y,f,56,MURAT AKDAĞ,2.06.77,9.5,6,5,53
5,7,4y,f,50,MUSTAFA KEMAL KUMBASAR,2.06.85,1.85,47,1,39
5,8,4y,f,57,MÜSLÜM ÇELİK,2.09.14,12.35,6,6,53
5,9,4y,f,59,MEHMET SALİH ÇELİK,2.11.55,10.4,4,8,57
6,1,3y,f,56,AHMET ÇELİK,1.28.82,2.25,31,2,40
6,2,3y,f,58,MÜSLÜM ÇELİK,1.28.86,1.7,47,1,44
6,3,3y,f,56,FURKAN ÇETİN,1.29.81,5.9,13,3,45
6,4,3y,f,60,BURHAN KILINÇ,1.30.98,12.55,5,4,48
6,5,3y,f,55,YUSUF CENGİZ,1.31.94,32.8,1,6,38
6,6,3y,f,55,MEHMET KIYAK,1.32.43,35.55,1,5,44
7,1,4y,m,58,MÜSLÜM ÇELİK,1.40.27,3.35,32,2,34
7,2,4y,m,58,NİZAMETTİN DEMİR,1.40.31,9.0,6,4,0
7,3,4y,m,58,MERT GÖKALP ARSLAN,1.40.99,31.05,1,9,25
7,4,4y,m,54,FATİH SULTAN MEHMET SANSAR,1.41.12,70.3,1,10,0
7,5,4y,m,58,MERT ALİ SOLMAZ,1.41.34,4.55,17,3,38
7,6,4y,m,55,MEHMET NURİ SUNKAR,1.41.47,45.2,2,6,25
7,7,4y,f,56,MEHMET AKYAVUZ,1.44.41,13.75,5,5,30
7,8,4y,f,56,FESİH ÇETİNBAŞ,1.47.74,37.65,1,8,28
7,9,4y,m,58,MEHMET SALİH ÇELİK,1.48.40,2.0,33,1,0
7,10,4y,m,58,BURHAN KILINÇ,1.48.98,95.4,0,12,0
7,11,4y,f,56,ERAY ÇİZİK,2.03.69,40.1,1,7,20
7,12,4y,m,56,KADİR DEMİREL,Derecesiz,114.7,1,11,14
8,1,4y,m,58,MEHMET AKYAVUZ,2.18.76,5.35,12,3,40
8,2,4y,m,58,MUSTAFA KEMAL KUMBASAR,2.19.36,5.35,11,4,40
8,3,4y,m,57,BURHAN KILINÇ,2.19.51,10.25,6,6,38
8,4,4y,m,60,MÜSLÜM ÇELİK,2.19.76,3.05,27,1,44
8,5,4y,m,56,İSMAİL YILDIRIM,2.20.14,19.6,2,10,40
8,6,4y,m,53,FATİH SULTAN MEHMET SANSAR,2.20.81,37.55,2,9,37
8,7,4y,m,57,MEHMET SALİH ÇELİK,2.20.87,9.25,9,5,39
8,8,4y,f,57,İSA AKYAVUZ,2.21.22,31.8,2,11,39
8,9,4y,m,58,AHMET ÇELİK,2.21.51,6.05,18,2,41
8,10,4y,m,56,MUHAMMET ÖZDEMİR,2.23.85,15.55,5,7,41
8,11,4y,m,56,YUSUF CENGİZ,2.25.56,22.6,3,8,37
8,12,4y,m,58,NİZAMETTİN DEMİR,2.31.52,51.2,1,13,41
8,13,4y,f,57,MEHMET NURİ SUNKAR,2.33.64,143.1,1,14,42
8,14,4y,f,56,ERAY ÇİZİK,2.34.38,42.2,2,12,36
1,1,3y,m,60,MUHAMMED MİR BİLGİN,1.17.60,3.45,24,2,40
1,2,3y,f,59,ERHAN AKTUĞ,1.17.86,6.35,10,4,39
1,3,3y,m,60,MUSTAFA ÇİÇEK,1.18.24,1.8,38,1,40
1,4,3y,f,58,ALİ YILDIZ,1.18.72,14.45,3,6,37
1,5,3y,m,60,NEVZAT AVCİ,1.18.73,5.05,18,3,40
1,6,3y,f,58,MÜRSEL KAYİŞ,1.21.22,14.35,7,5,40
2,1,4y,f,58,KADİR TOKAÇOĞLU,1.43.18,5.6,19,3,31
2,2,4y,f,58,MUSTAFA ÇİÇEK,1.43.39,2.5,27,1,36
2,3,4y,f,58,NEVZAT AVCİ,1.43.48,5.0,16,4,35
2,4,4y,f,61,MUHAMMED MİR BİLGİN,1.45.04,3.6,22,2,36
2,5,4y,f,58,ERHAN AKTUĞ,1.45.52,22.05,2,7,0
2,6,4y,f,55,KAANCAN GÖKÇE,1.47.17,6.25,9,5,25
2,7,4y,f,54,İBRAHİM SEFA SÖĞÜT,1.49.18,25.15,3,6,14
